ts_code,trade_date,close,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv,circ_mv
000001.SZ,20260213,10.91,4.7569,4.9102,0.4775,1.4433,1.5593,5.4813,5.4813,21171856.754,21171510.3124
000001.SZ,20260212,10.96,4.7787,4.9327,0.4797,1.4499,1.5664,5.4563,5.4563,21268886.345,21268538.3157
000001.SZ,20260211,11.07,4.8266,4.9822,0.4845,1.4644,1.5821,5.4021,5.4021,21482351.4452,21481999.9229
000001.SZ,20260210,11.06,4.8223,4.9777,0.4841,1.4631,1.5807,5.407,5.407,21462945.527,21462594.3222
000001.SZ,20260209,11.07,4.8266,4.9822,0.4845,1.4644,1.5821,5.4021,5.4021,21482351.4452,21481999.9229
000001.SZ,20260206,11.05,4.8179,4.9732,0.4836,1.4618,1.5793,5.4119,5.4119,21443539.6088,21443188.7216
000001.SZ,20260205,11.09,4.8353,4.9912,0.4854,1.4671,1.585,5.3924,5.3924,21521163.2816,21520811.1242
000001.SZ,20260204,10.97,4.783,4.9372,0.4801,1.4512,1.5678,5.4514,5.4514,21288292.2632,21287943.9163
000001.SZ,20260203,10.84,4.7263,4.8787,0.4744,1.434,1.5493,5.5167,5.5167,21036015.3266,21035671.1079
000001.SZ,20260202,10.86,4.7351,4.8877,0.4753,1.4366,1.5521,5.5066,5.5066,21074827.163,21074482.3092
000001.SZ,20260130,10.83,4.722,4.8742,0.474,1.4327,1.5478,5.5218,5.5218,21016609.4084,21016265.5072
000001.SZ,20260129,10.96,4.7787,4.9327,0.4797,1.4499,1.5664,5.4563,5.4563,21268886.345,21268538.3157
000001.SZ,20260128,10.84,4.7263,4.8787,0.4744,1.434,1.5493,5.5167,5.5167,21036015.3266,21035671.1079
000001.SZ,20260127,10.94,4.7699,4.9237,0.4788,1.4472,1.5636,5.4663,5.4663,21230074.5086,21229727.1144
000001.SZ,20260126,10.96,4.7787,4.9327,0.4797,1.4499,1.5664,5.4563,5.4563,21268886.345,21268538.3157
000001.SZ,20260123,10.99,4.7917,4.9462,0.481,1.4538,1.5707,5.4414,5.4414,21327104.0996,21326755.1176
000001.SZ,20260122,11.07,4.8266,4.9822,0.4845,1.4644,1.5821,5.4021,5.4021,21482351.4452,21481999.9229
000001.SZ,20260121,11.07,4.8266,4.9822,0.4845,1.4644,1.5821,5.4021,5.4021,21482351.4452,21481999.9229
000001.SZ,20260120,11.16,4.8659,5.0227,0.4884,1.4763,1.595,5.3585,5.3585,21657004.709,21656650.3287
000001.SZ,20260119,11.12,4.8484,5.0047,0.4867,1.471,1.5893,5.3778,5.3778,21579381.0362,21579027.9261
000001.SZ,20260116,11.19,4.8789,5.0362,0.4897,1.4803,1.5993,5.3442,5.3442,21715222.4636,21714867.1307
000001.SZ,20260115,11.31,4.9313,5.0902,0.495,1.4962,1.6164,5.2875,5.2875,21948093.4819,21947734.3385
000001.SZ,20260114,11.36,4.9531,5.1127,0.4972,1.5028,1.6236,5.2642,5.2642,22045123.0729,22044762.3418
000001.SZ,20260113,11.47,5.001,5.1622,0.502,1.5173,1.6393,5.2137,5.2137,22258588.1731,22258223.949
000001.SZ,20260112,11.48,5.0054,5.1668,0.5024,1.5187,1.6407,5.2092,5.2092,22277994.0913,22277629.5496
000001.SZ,20260109,11.46,4.9967,5.1577,0.5016,1.516,1.6379,5.2183,5.2183,22239182.2549,22238818.3483
000001.SZ,20260108,11.51,5.0185,5.1803,0.5038,1.5226,1.645,5.1956,5.1956,22336211.8459,22335846.3516
000001.SZ,20260107,11.64,5.0752,5.2388,0.5094,1.5398,1.6636,5.1376,5.1376,22588488.7825,22588119.1601
000001.SZ,20260106,11.67,5.0882,5.2523,0.5108,1.5438,1.6679,5.1244,5.1244,22646706.5371,22646335.9621
000001.SZ,20260105,11.5,5.0141,5.1758,0.5033,1.5213,1.6436,5.2001,5.2001,22316805.9277,22316440.751
000001.SZ,20251231,11.41,4.9749,5.1352,0.4994,1.5094,1.6307,8.4575,5.2411,22142152.6639,22141790.3451
000001.SZ,20251230,11.48,5.0054,5.1668,0.5024,1.5187,1.6407,8.4059,5.2092,22277994.0913,22277629.5496
000001.SZ,20251229,11.56,5.0403,5.2028,0.5059,1.5292,1.6522,8.3478,5.1731,22433241.4369,22432874.3549
000001.SZ,20251226,11.54,5.0316,5.1938,0.5051,1.5266,1.6493,8.3622,5.1821,22394429.6005,22394063.1536
000001.SZ,20251225,11.56,5.0403,5.2028,0.5059,1.5292,1.6522,8.3478,5.1731,22433241.4369,22432874.3549
000001.SZ,20251224,11.54,5.0316,5.1938,0.5051,1.5266,1.6493,8.3622,5.1821,22394429.6005,22394063.1536
000001.SZ,20251223,11.56,5.0403,5.2028,0.5059,1.5292,1.6522,8.3478,5.1731,22433241.4369,22432874.3549
000001.SZ,20251222,11.52,5.0228,5.1848,0.5042,1.524,1.6464,8.3767,5.1911,22355617.7641,22355251.9523
000001.SZ,20251219,11.62,5.0664,5.2298,0.5086,1.5372,1.6607,8.3046,5.1464,22549676.9461,22549307.9588
000001.SZ,20251218,11.64,5.0752,5.2388,0.5094,1.5398,1.6636,8.2904,5.1376,22588488.7825,22588119.1601
000001.SZ,20251217,11.53,5.0272,5.1893,0.5046,1.5253,1.6479,8.3695,5.1866,22375023.6823,22374657.5529
000001.SZ,20251216,11.48,5.0054,5.1668,0.5024,1.5187,1.6407,8.4059,5.2092,22277994.0913,22277629.5496
000001.SZ,20251215,11.51,5.0185,5.1803,0.5038,1.5226,1.645,8.384,5.1956,22336211.8459,22335846.3516
000001.SZ,20251212,11.35,4.9487,5.1082,0.4967,1.5015,1.6222,8.5022,5.2688,22025717.1547,22025356.7412
000001.SZ,20251211,11.37,4.9574,5.1172,0.4976,1.5041,1.625,8.4872,5.2596,22064528.9911,22064167.9425
000001.SZ,20251210,11.33,4.94,5.0992,0.4959,1.4988,1.6193,8.5172,5.2781,21986905.3183,21986545.5398
000001.SZ,20251209,11.43,4.9836,5.1442,0.5003,1.512,1.6336,8.4427,5.232,22180964.5003,22180601.5464
000001.SZ,20251208,11.52,5.0228,5.1848,0.5042,1.524,1.6464,8.3767,5.1911,22355617.7641,22355251.9523
000001.SZ,20251205,11.53,5.0272,5.1893,0.5046,1.5253,1.6479,8.3695,5.1866,22375023.6823,22374657.5529
000001.SZ,20251204,11.49,5.0098,5.1713,0.5029,1.52,1.6422,8.3986,5.2046,22297400.0095,22297035.1503
000001.SZ,20251203,11.55,5.0359,5.1983,0.5055,1.5279,1.6507,8.355,5.1776,22413835.5187,22413468.7542
000001.SZ,20251202,11.64,5.0752,5.2388,0.5094,1.5398,1.6636,8.2904,5.1376,22588488.7825,22588119.1601
000001.SZ,20251201,11.69,5.097,5.2613,0.5116,1.5464,1.6707,8.2549,5.1156,22685518.3735,22685147.1634
000001.SZ,20251128,11.61,5.0621,5.2253,0.5081,1.5359,1.6593,8.3118,5.1508,22530271.0279,22529902.3581
000001.SZ,20251127,11.71,5.1057,5.2703,0.5125,1.5491,1.6736,8.2408,5.1069,22724330.2099,22723958.3647
000001.SZ,20251126,11.69,5.097,5.2613,0.5116,1.5464,1.6707,8.2549,5.1156,22685518.3735,22685147.1634
000001.SZ,20251125,11.8,5.1449,5.3108,0.5164,1.561,1.6865,8.178,5.0679,22898983.4736,22898608.7705
000001.SZ,20251124,11.6,5.0577,5.2208,0.5077,1.5345,1.6579,8.319,5.1553,22510865.1097,22510496.7575
000001.SZ,20251121,11.69,5.097,5.2613,0.5116,1.5464,1.6707,8.2549,5.1156,22685518.3735,22685147.1634
000001.SZ,20251120,11.85,5.1667,5.3333,0.5186,1.5676,1.6936,8.1435,5.0465,22996013.0646,22995636.7738
000001.SZ,20251119,11.8,5.1449,5.3108,0.5164,1.561,1.6865,8.178,5.0679,22898983.4736,22898608.7705
000001.SZ,20251118,11.59,5.0534,5.2163,0.5073,1.5332,1.6565,8.3261,5.1597,22491459.1915,22491091.1568
000001.SZ,20251117,11.67,5.0882,5.2523,0.5108,1.5438,1.6679,8.2691,5.1244,22646706.5371,22646335.9621
000001.SZ,20251114,11.75,5.1231,5.2883,0.5143,1.5544,1.6793,8.2128,5.0895,22801953.8827,22801580.7673
000001.SZ,20251113,11.7,5.1013,5.2658,0.5121,1.5478,1.6722,8.2479,5.1112,22704924.2917,22704552.764
000001.SZ,20251112,11.68,5.0926,5.2568,0.5112,1.5451,1.6693,8.262,5.12,22666112.4553,22665741.5627
000001.SZ,20251111,11.67,5.0882,5.2523,0.5108,1.5438,1.6679,8.2691,5.1244,22646706.5371,22646335.9621
000001.SZ,20251110,11.63,5.0708,5.2343,0.509,1.5385,1.6622,8.2975,5.142,22569082.8643,22568713.5594
000001.SZ,20251107,11.55,5.0359,5.1983,0.5055,1.5279,1.6507,8.355,5.1776,22413835.5187,22413468.7542
000001.SZ,20251106,11.51,5.0185,5.1803,0.5038,1.5226,1.645,8.384,5.1956,22336211.8459,22335846.3516
000001.SZ,20251105,11.52,5.0228,5.1848,0.5042,1.524,1.6464,8.3767,5.1911,22355617.7641,22355251.9523
000001.SZ,20251104,11.59,5.0534,5.2163,0.5073,1.5332,1.6565,8.3261,5.1597,22491459.1915,22491091.1568
000001.SZ,20251103,11.43,4.9836,5.1442,0.5003,1.512,1.6336,8.4427,5.232,22180964.5003,22180601.5464
000001.SZ,20251031,11.32,4.9356,5.0947,0.4954,1.4975,1.6179,8.5247,5.2828,21967499.4001,21967139.9392
000001.SZ,20251030,11.38,4.9618,5.1217,0.4981,1.5054,1.6264,8.4798,5.255,22083934.9093,22083573.5431
000001.SZ,20251029,11.39,4.9662,5.1262,0.4985,1.5068,1.6279,8.4723,5.2503,22103340.8275,22102979.1438
000001.SZ,20251028,11.47,5.001,5.1622,0.502,1.5173,1.6393,8.4133,5.2137,22258588.1731,22258223.949
000001.SZ,20251027,11.52,5.0228,5.1848,0.5042,1.524,1.6464,8.3767,5.1911,22355617.7641,22355251.9523
000001.SZ,20251024,11.56,5.0403,5.1572,0.5151,1.5292,1.6145,8.3478,5.1731,22433241.4369,22432874.3549
000001.SZ,20251023,11.63,5.0708,5.1884,0.5182,1.5385,1.6243,8.2975,5.142,22569082.8643,22568713.5594
000001.SZ,20251022,11.52,5.0228,5.1393,0.5133,1.524,1.6089,8.3767,5.1911,22355617.7641,22355251.9523
000001.SZ,20251021,11.43,4.9836,5.0992,0.5093,1.512,1.5964,8.4427,5.232,22180964.5003,22180601.5464
000001.SZ,20251020,11.42,4.9792,5.0947,0.5088,1.5107,1.595,8.4501,5.2365,22161558.5821,22161195.9457
000001.SZ,20251017,11.4,4.9705,5.0858,0.508,1.5081,1.5922,8.4649,5.2457,22122746.7457,22122384.7444
000001.SZ,20251016,11.54,5.0316,5.1483,0.5142,1.5266,1.6117,8.3622,5.1821,22394429.6005,22394063.1536
000001.SZ,20251015,11.4,4.9705,5.0858,0.508,1.5081,1.5922,8.4649,5.2457,22122746.7457,22122384.7444
000001.SZ,20251014,11.57,5.0446,5.1616,0.5102,1.5306,1.6159,8.3405,3.1288,22452647.3551,22452279.9555
000001.SZ,20251013,11.4,4.9705,5.0858,0.5027,1.5081,1.5922,8.4649,3.1755,22122746.7457,22122384.7444
000001.SZ,20251010,11.43,4.9836,5.0992,0.504,1.512,1.5964,8.4427,3.1671,22180964.5003,22180601.5464
000001.SZ,20251009,11.4,4.9705,5.0858,0.5027,1.5081,1.5922,8.4649,5.3334,22122746.7457,22122384.7444
000001.SZ,20250930,11.34,4.9443,5.059,0.5,1.5001,1.5838,8.5097,5.3616,22006311.2365,22005951.1405
000001.SZ,20250929,11.37,4.9574,5.0724,0.5013,1.5041,1.588,8.4872,5.3474,22064528.9911,22064167.9425
000001.SZ,20250926,11.4,4.9705,5.0858,0.5027,1.5081,1.5922,8.4649,5.3334,22122746.7457,22122384.7444
000001.SZ,20250925,11.4,4.9705,5.0858,0.5027,1.5081,1.5922,8.4649,5.3334,22122746.7457,22122384.7444
000001.SZ,20250924,11.46,4.9967,5.1126,0.5053,1.516,1.6005,8.4206,5.3054,22239182.2549,22238818.3483
000001.SZ,20250923,11.52,5.0228,5.1393,0.508,1.524,1.6089,8.3767,5.2778,22355617.7641,22355251.9523
000001.SZ,20250922,11.38,4.9618,5.0769,0.5018,1.5054,1.5894,8.4798,5.3427,22083934.9093,22083573.5431
000001.SZ,20250919,11.45,4.9923,5.1081,0.5049,1.5147,1.5991,8.4279,5.3101,22219776.3367,22219412.7477
000001.SZ,20250918,11.41,4.9749,5.0903,0.5031,1.5094,1.5936,8.4575,5.3287,22142152.6639,22141790.3451
000001.SZ,20250917,11.64,5.0752,5.1929,0.5132,1.5398,1.6257,8.2904,5.2234,22588488.7825,22588119.1601
000001.SZ,20250916,11.64,5.0752,5.1929,0.5132,1.5398,1.6257,8.2904,5.2234,22588488.7825,22588119.1601
000001.SZ,20250915,11.65,5.0795,5.1973,0.5137,1.5411,1.6271,8.2833,5.2189,22607894.7007,22607524.7607
000001.SZ,20250912,11.72,5.11,5.2286,0.5168,1.5504,1.6369,8.2338,5.1877,22743736.1281,22743363.9653
000001.SZ,20250911,11.85,5.1667,5.2866,0.5225,1.5676,1.655,8.1435,5.1308,22996013.0646,22995636.7738
000001.SZ,20250910,11.77,5.1318,5.2509,0.519,1.557,1.6438,8.1988,5.1657,22840765.719,22840391.9686
000001.SZ,20250909,11.75,5.1231,5.2419,0.5181,1.5544,1.641,8.2128,5.1745,22801953.8827,22801580.7673
000001.SZ,20250908,11.7,5.1013,5.2196,0.5159,1.5478,1.6341,8.2479,5.1966,22704924.2917,22704552.764
000001.SZ,20250905,11.72,5.11,5.2286,0.5168,1.5504,1.6369,8.2338,5.1877,22743736.1281,22743363.9653
000001.SZ,20250904,11.74,5.1188,5.2375,0.5177,1.5531,1.6396,8.2198,5.1789,22782547.9645,22782175.1666
000001.SZ,20250903,11.75,5.1231,5.2419,0.5181,1.5544,1.641,8.2128,5.1745,22801953.8827,22801580.7673
000001.SZ,20250902,11.98,5.2234,5.3446,0.5282,1.5848,1.6732,8.0551,5.0751,23248290.0012,23247909.5823
000001.SZ,20250901,11.89,5.1842,5.3044,0.5243,1.5729,1.6606,8.1161,5.1136,23073636.7374,23073259.1764
000001.SZ,20250829,12.05,5.2539,5.3758,0.5313,1.5941,1.6829,8.0083,5.0457,23384131.4286,23383748.7869
000001.SZ,20250828,12.08,5.267,5.3892,0.5326,1.598,1.6871,7.9884,5.0331,23442349.1832,23441965.5888
000001.SZ,20250827,12.06,5.2583,5.3802,0.5318,1.5954,1.6843,8.0017,5.0415,23403537.3468,23403154.3875
000001.SZ,20250826,12.36,5.3891,5.5141,0.545,1.6351,1.7262,7.8074,4.9191,23985714.8927,23985322.4071
000001.SZ,20250825,12.45,5.4283,5.5542,0.549,1.647,1.7388,7.751,4.8836,24160368.1565,24159972.813
000001.SZ,20250822,12.06,5.2583,5.3589,0.5454,1.5954,1.6524,8.0017,5.0415,23403537.3468,23403119.6511
000001.SZ,20250821,12.15,5.2975,5.3989,0.5494,1.6073,1.6647,7.9424,5.0041,23578190.6106,23577769.7978
000001.SZ,20250820,12.07,5.2626,5.3634,0.5458,1.5967,1.6538,7.995,5.0373,23422943.265,23422525.223
000001.SZ,20250819,12.06,5.2583,5.3589,0.5454,1.5954,1.6524,8.0017,5.0415,23403537.3468,23403119.6511
000001.SZ,20250818,12.08,5.267,5.3678,0.5463,1.598,1.6551,7.9884,5.0331,23442349.1832,23441930.7948
000001.SZ,20250815,12.08,5.267,5.3678,0.5463,1.598,1.6551,7.9884,5.0331,23442349.1832,23441930.7948
000001.SZ,20250814,12.2,5.3193,5.4211,0.5517,1.6139,1.6716,7.9098,4.9836,23675220.2016,23674797.657
000001.SZ,20250813,12.26,5.3455,5.4478,0.5544,1.6218,1.6798,7.8711,4.9592,23791655.7107,23791231.0881
000001.SZ,20250812,12.33,5.376,5.4789,0.5576,1.6311,1.6894,7.8264,4.9311,23927497.1381,23927070.0911
000001.SZ,20250811,12.3,5.3629,5.4656,0.5562,1.6271,1.6853,7.8455,4.9431,23869279.3835,23868853.3755
000001.SZ,20250808,12.4,5.4065,5.51,0.5607,1.6404,1.699,7.7823,4.9032,24063338.5655,24062909.094
000001.SZ,20250807,12.47,5.437,5.5411,0.5639,1.6496,1.7086,7.7386,4.8757,24199179.9929,24198748.097
000001.SZ,20250806,12.46,5.4327,5.5367,0.5635,1.6483,1.7072,7.7448,4.8796,24179774.0747,24179342.5251
000001.SZ,20250805,12.47,5.437,5.5411,0.5639,1.6496,1.7086,7.7386,4.8757,24199179.9929,24198748.097
000001.SZ,20250804,12.3,5.3629,5.4656,0.5562,1.6271,1.6853,7.8455,4.9431,23869279.3835,23868853.3755
000001.SZ,20250801,12.28,5.3542,5.4567,0.5553,1.6245,1.6825,7.8583,4.9512,23830467.5471,23830042.2318
000001.SZ,20250731,12.23,5.3324,5.4345,0.5531,1.6179,1.6757,7.8904,4.9714,23733437.9562,23733014.3726
000001.SZ,20250730,12.49,5.4458,5.55,0.5648,1.6523,1.7113,7.7262,4.8679,24237991.8293,24237559.2407
000001.SZ,20250729,12.34,5.3804,5.4834,0.558,1.6324,1.6908,7.8201,4.9271,23946903.0563,23946475.6629
000001.SZ,20250728,12.46,5.4327,5.5367,0.5635,1.6483,1.7072,7.7448,4.8796,24179774.0747,24179342.5251
000001.SZ,20250725,12.35,5.3847,5.4878,0.5585,1.6338,1.6921,7.8138,4.9231,23966308.9745,23965881.2348
000001.SZ,20250724,12.35,5.3847,5.4878,0.5585,1.6338,1.6921,7.8138,4.9231,23966308.9745,23965881.2348
000001.SZ,20250723,12.53,5.4632,5.5678,0.5666,1.6576,1.7168,7.7015,4.8524,24315615.5021,24315181.5281
000001.SZ,20250722,12.49,5.4458,5.55,0.5648,1.6523,1.7113,7.7262,4.8679,24237991.8293,24237559.2407
000001.SZ,20250721,12.61,5.4981,5.6033,0.5702,1.6681,1.7278,7.6527,4.8216,24470862.8477,24470426.1029
000001.SZ,20250718,12.7,5.5373,5.6433,0.5743,1.6801,1.7401,7.5984,4.7874,24645516.1115,24645076.2495
000001.SZ,20250717,12.59,5.4894,5.5944,0.5693,1.6655,1.725,7.6648,4.8293,24432051.0113,24431614.9592
000001.SZ,20250716,12.64,5.5112,5.6167,0.5716,1.6721,1.7319,7.6345,4.8102,24529080.6023,24528642.8184
000001.SZ,20250715,12.73,5.5504,5.6567,0.5757,1.684,1.7442,7.5805,4.7761,24703733.8661,24703292.9651
000001.SZ,20250714,12.98,5.6594,5.7677,0.587,1.7171,1.7784,7.4345,4.6842,25188881.821,25188432.2613
000001.SZ,20250711,12.91,5.6289,5.7366,0.5838,1.7078,1.7689,7.4748,4.7096,25053040.3936,25052593.2584
000001.SZ,20250710,13.18,5.7466,5.8566,0.596,1.7435,1.8059,7.3217,4.6131,25577000.185,25576543.6983
000001.SZ,20250709,12.84,5.5984,5.7055,0.5806,1.6986,1.7593,7.5156,4.7352,24917198.9662,24916754.2554
000001.SZ,20250708,12.69,5.533,5.6389,0.5739,1.6787,1.7387,7.6044,4.7912,24626110.1933,24625670.6777
000001.SZ,20250707,12.78,5.5722,5.6789,0.5779,1.6906,1.751,7.5509,4.7575,24800763.457,24800320.8243
000001.SZ,20250704,12.6,5.4937,5.5989,0.5698,1.6668,1.7264,7.6587,4.8254,24451456.9295,24451020.531
000001.SZ,20250703,12.35,5.3847,5.4878,0.5585,1.6338,1.6921,7.8138,4.9231,23966308.9745,23965881.2348
000001.SZ,20250702,12.32,5.3716,5.4745,0.5571,1.6298,1.688,7.8328,4.9351,23908091.2199,23907664.5192
000001.SZ,20250701,12.3,5.3629,5.4656,0.5562,1.6271,1.6853,7.8455,4.9431,23869279.3835,23868853.3755
000001.SZ,20250630,12.07,5.2626,5.3634,0.5458,1.5967,1.6538,7.995,5.0373,23422943.265,23422525.223
000001.SZ,20250627,12.2,5.3193,5.4211,0.5517,1.6139,1.6716,7.9098,4.9836,23675220.2016,23674797.657
000001.SZ,20250626,12.41,5.4109,5.5145,0.5612,1.6417,1.7004,7.776,4.8993,24082744.4837,24082314.6659
000001.SZ,20250625,12.06,5.2583,5.3589,0.5454,1.5954,1.6524,8.0017,5.0415,23403537.3468,23403119.6511
000001.SZ,20250624,11.93,5.2016,5.3012,0.5395,1.5782,1.6346,8.0889,5.0964,23151260.4102,23150847.2171
000001.SZ,20250623,11.93,5.2016,5.3012,0.5395,1.5782,1.6346,8.0889,5.0964,23151260.4102,23150847.2171
000001.SZ,20250620,11.84,5.1624,5.2612,0.5354,1.5663,1.6223,8.1503,5.1352,22976607.1464,22976197.0704
000001.SZ,20250619,11.7,5.1013,5.199,0.5291,1.5478,1.6031,8.2479,5.1966,22704924.2917,22704519.0645
000001.SZ,20250618,11.77,5.1318,5.2301,0.5323,1.557,1.6127,8.1988,5.1657,22840765.719,22840358.0675
000001.SZ,20250617,11.76,5.1275,5.2256,0.5318,1.5557,1.6113,8.2058,5.1701,22821359.8008,22820952.4956
000001.SZ,20250616,11.79,5.1406,5.239,0.5332,1.5597,1.6154,8.1849,5.1569,22879577.5554,22879169.2112
000001.SZ,20250613,11.58,5.049,5.1456,0.5237,1.5319,1.5866,8.3333,5.2505,22472053.2733,22471652.2023
000001.SZ,20250612,11.68,5.0926,5.1901,0.5282,1.5451,1.6003,8.262,5.2055,22666112.4553,22665707.9208
000001.SZ,20250611,11.85,5.1667,5.2656,0.5272,1.5676,1.6236,8.1435,8.1435,22996013.0646,22995602.6423
000001.SZ,20250610,11.81,5.1493,5.2478,0.5255,1.5623,1.6181,8.171,8.171,22918389.3918,22917980.3549
000001.SZ,20250609,11.71,5.1057,5.2034,0.521,1.5491,1.6044,8.2408,8.2408,22724330.2099,22723924.6364
000001.SZ,20250606,11.7,5.1013,5.199,0.5206,1.5478,1.6031,8.2479,8.2479,22704924.2917,22704519.0645
000001.SZ,20250605,11.67,5.0882,5.1856,0.5192,1.5438,1.599,8.2691,8.2691,22646706.5371,22646302.349
000001.SZ,20250604,11.84,5.1624,5.2612,0.5268,1.5663,1.6223,8.1503,8.1503,22976607.1464,22976197.0704
000001.SZ,20250603,11.81,5.1493,5.2478,0.5255,1.5623,1.6181,8.171,8.171,22918389.3918,22917980.3549
000001.SZ,20250530,11.56,5.0403,5.1368,0.5143,1.5292,1.5839,8.3478,8.3478,22433241.4369,22432841.0586
000001.SZ,20250529,11.46,4.9967,5.0923,0.5099,1.516,1.5702,8.4206,8.4206,22239182.2549,22238785.3401
000001.SZ,20250528,11.53,5.0272,5.1234,0.513,1.5253,1.5798,8.3695,8.3695,22375023.6823,22374624.3431
000001.SZ,20250527,11.49,5.0098,5.1057,0.5112,1.52,1.5743,8.3986,8.3986,22297400.0095,22297002.0557
000001.SZ,20250526,11.42,4.9792,5.0745,0.5081,1.5107,1.5647,8.4501,8.4501,22161558.5821,22161163.0527
000001.SZ,20250523,11.46,4.9967,5.0923,0.5099,1.516,1.5702,8.4206,8.4206,22239182.2549,22238785.3401
000001.SZ,20250522,11.55,5.0359,5.1323,0.5139,1.5279,1.5825,8.355,8.355,22413835.5187,22413435.4868
000001.SZ,20250521,11.48,5.0054,5.1012,0.5108,1.5187,1.5729,8.4059,8.4059,22277994.0913,22277596.4838
000001.SZ,20250520,11.39,4.9662,5.0612,0.5068,1.5068,1.5606,8.4723,8.4723,22103340.8275,22102946.3372
000001.SZ,20250519,11.37,4.9574,5.0523,0.5059,1.5041,1.5579,8.4872,8.4872,22064528.9911,22064135.1935
000001.SZ,20250516,11.38,4.9618,5.0568,0.5063,1.5054,1.5592,8.4798,8.4798,22083934.9093,22083540.7653
000001.SZ,20250515,11.39,4.9662,5.0612,0.5068,1.5068,1.5606,8.4723,8.4723,22103340.8275,22102946.3372
000001.SZ,20250514,11.43,4.9836,5.079,0.5086,1.512,1.5661,8.4427,8.4427,22180964.5003,22180568.6246
000001.SZ,20250513,11.29,4.9225,5.0168,0.5023,1.4935,1.5469,8.5474,8.5474,21909281.6455,21908890.6187
000001.SZ,20250512,11.16,4.8659,4.959,0.4965,1.4763,1.5291,8.647,8.647,21657004.709,21656618.1846
000001.SZ,20250509,11.15,4.8615,4.9546,0.4961,1.475,1.5277,8.6547,8.6547,21637598.7908,21637212.6128
000001.SZ,20250508,11.08,4.831,4.9235,0.493,1.4657,1.5181,8.7094,8.7094,21501757.3634,21501373.6098
000001.SZ,20250507,11.03,4.8092,4.9012,0.4908,1.4591,1.5113,8.7489,8.7489,21404727.7724,21404345.7506
000001.SZ,20250506,10.96,4.7787,4.8701,0.4876,1.4499,1.5017,8.8047,8.8047,21268886.345,21268506.7476
000001.SZ,20250430,10.91,4.7569,4.8479,0.4854,1.4433,1.4948,8.8451,8.8451,21171856.754,21171478.8884
000001.SZ,20250429,10.98,4.7874,4.879,0.4885,1.4525,1.5044,8.7887,8.7887,21307698.1814,21307317.8913
000001.SZ,20250428,11.0,4.7961,4.8879,0.4894,1.4552,1.5072,8.7727,8.7727,21346510.0178,21346129.035
000001.SZ,20250425,11.01,4.8005,4.8924,0.4899,1.4565,1.5085,8.7648,8.7648,21365915.936,21365534.6069
000001.SZ,20250424,11.03,4.8092,4.9012,0.4908,1.4591,1.5113,8.7489,8.7489,21404727.7724,21404345.7506
000001.SZ,20250423,11.01,4.8005,4.8924,0.4899,1.4565,1.5085,8.7648,8.7648,21365915.936,21365534.6069
000001.SZ,20250422,11.04,4.8135,4.9057,0.4912,1.4605,1.5126,8.7409,8.7409,21424133.6906,21423751.3224
000001.SZ,20250421,11.02,4.8048,4.8968,0.4903,1.4578,1.5099,8.7568,8.7568,21385321.8542,21384940.1787
000001.SZ,20250418,11.18,4.8746,4.8746,0.5106,1.479,1.479,8.6315,8.6315,21695816.5454,21695429.3283
000001.SZ,20250417,11.06,4.8223,4.8223,0.5051,1.4631,1.4631,8.7251,8.7251,21462945.527,21462562.4661
000001.SZ,20250416,11.0,4.7961,4.7961,0.5024,1.4552,1.4552,8.7727,8.7727,21346510.0178,21346129.035
000001.SZ,20250415,10.95,4.7743,4.7743,0.5001,1.4485,1.4485,8.8128,8.8128,21249480.4268,21249101.1758
000001.SZ,20250414,10.93,4.7656,4.7656,0.4992,1.4459,1.4459,8.8289,8.8289,21210668.5904,21210290.0321
000001.SZ,20250411,10.89,4.7481,4.7481,0.4974,1.4406,1.4406,8.8613,8.8613,21133044.9176,21132667.7447
000001.SZ,20250410,10.9,4.7525,4.7525,0.4978,1.4419,1.4419,8.8532,8.8532,21152450.8358,21152073.3165
000001.SZ,20250409,10.8,4.7089,4.7089,0.4933,1.4287,1.4287,8.9352,8.9352,20958391.6538,20958017.598
000001.SZ,20250408,10.82,4.7176,4.7176,0.4942,1.4314,1.4314,8.9187,8.9187,20997203.4902,20996828.7417
000001.SZ,20250407,10.7,4.6653,4.6653,0.4887,1.4155,1.4155,9.0187,9.0187,20764332.4719,20763961.8795
000001.SZ,20250403,11.34,4.9443,4.9443,0.5179,1.5001,1.5001,8.5097,8.5097,22006311.2365,22005918.4779
000001.SZ,20250402,11.37,4.9574,4.9574,0.5193,1.5041,1.5041,8.4872,8.4872,22064528.9911,22064135.1935
000001.SZ,20250401,11.27,4.9138,4.9138,0.5147,1.4909,1.4909,8.5626,8.5626,21870469.8091,21870079.475
000001.SZ,20250331,11.26,4.9095,4.9095,0.5143,1.4896,1.4896,8.5702,8.5702,21851063.8909,21850673.9031
000001.SZ,20250328,11.35,4.9487,4.9487,0.5184,1.5015,1.5015,8.5022,8.5022,22025717.1547,22025324.0498
000001.SZ,20250327,11.39,4.9662,4.9662,0.5202,1.5068,1.5068,8.4723,8.4723,22103340.8275,22102946.3372
000001.SZ,20250326,11.38,4.9618,4.9618,0.5198,1.5054,1.5054,8.4798,8.4798,22083934.9093,22083540.7653
